chr3	107663119	107696548	Ahcyl1	0	-	107665106	107696277	0	17	1994,121,79,69,99,95,71,89,64,117,107,95,103,101,144,112,391,	0,2396,4022,4520,4947,5130,5547,5973,6772,7084,8018,8922,10316,10888,11891,14600,33038,
chr5	86302853	86373387	Tmprss11d	0	-	86303610	86373352	0	10	919,143,260,178,39,155,68,119,122,43,	0,3413,6410,23554,24764,28217,34373,35927,36626,70491,
chr6	72432798	72439558	Mat2a	0	-	72434292	72439436	0	9	1597,134,183,219,144,113,123,78,213,	0,2182,2407,3012,3398,3618,4196,4572,6547,
chrX	8193849	8206525	Porcn	0	-	8194175	8205700	0	14	428,111,86,64,77,101,126,15,131,182,44,193,169,151,	0,4125,5217,5381,5536,7326,7594,7808,9309,9519,9942,10346,11715,12525,
chrX	8193849	8206525	Porcn	0	-	8194175	8205700	0	14	428,111,86,64,77,101,126,18,131,182,44,193,169,151,	0,4125,5217,5381,5536,7326,7594,9176,9309,9519,9942,10346,11715,12525,
chr3	157894247	157925063	Cth	0	-	157894818	157925030	0	12	580,139,53,122,153,78,58,132,110,96,82,198,	0,2944,10897,11935,13072,14651,16635,19352,24178,25769,26707,30618,
chr18	61555581	61588299	Csnk1a1	0	+	61555750	61587433	0	10	292,107,127,99,140,79,75,107,113,874,	0,921,12682,13882,19828,20925,21596,23085,24757,31844,
chr12	3891743	3914443	Dnmt3a	0	+	3895572	3907747	0	18	117,216,159,108,157,150,45,80,113,184,85,146,91,149,86,70,119,6838,	0,3799,4246,4834,5142,5554,5821,7449,7843,8120,8533,9805,10637,10922,12396,13849,15021,15862,
chr10	3973074	4156130	Mthfd1l	0	+	3973254	4148098	0	28	404,85,51,54,125,101,137,112,92,98,174,137,47,108,75,103,77,141,69,112,140,42,101,178,108,153,118,589,	0,5559,7141,7276,11009,12491,16786,34667,42439,43649,45351,55320,57615,59157,60214,62141,68698,74756,75125,83675,110662,115159,116220,116921,130161,133302,174934,182467,
chr15	39094190	39112716	Slc25a32	0	-	39095969	39112501	0	7	1918,146,114,161,86,151,369,	0,3329,3938,5682,7792,11641,18157,
chr13	68560779	68582121	Mtrr	0	-	68562287	68580679	0	15	1653,183,93,119,187,43,181,89,154,123,373,118,154,165,57,	0,3540,3820,4330,5288,6162,7992,9224,10290,11798,14238,16808,18763,19771,21285,
chr15	81586213	81652077	Ep300	0	+	81586628	81650982	0	31	509,638,177,262,114,246,94,138,118,175,78,110,138,432,180,145,119,240,89,81,57,78,68,151,147,114,166,165,162,282,3276,	0,14694,21983,24141,25196,26956,29818,30512,33786,34848,37234,38311,40124,40889,42079,42379,43787,45400,46210,47790,49964,50552,52766,53527,53781,54226,55046,56813,58661,62125,62588,
chr9	50662752	50727984	Dixdc1	0	-	50666194	50727845	0	20	3523,109,106,67,168,90,72,93,54,105,51,54,90,149,113,108,232,126,208,199,	0,4907,6697,18734,19280,19784,20972,21121,21601,22075,24608,25850,27107,30790,32718,39167,40369,43372,48012,65033,
chr2	90940396	91019497	Celf1	0	+	90998589	91013365	0	14	245,188,83,49,135,80,162,76,129,111,186,144,165,2932,	0,58183,60609,61065,62814,63414,64304,66223,67775,68808,69996,72302,72841,76169,
chr16	22009483	22049269	Senp2	0	+	22049269	22049269	0	17	259,126,134,67,91,169,101,95,52,61,177,132,204,80,85,96,2637,	0,2010,4640,6715,8853,14156,17155,18485,19057,22620,26986,29053,30956,31838,33486,34729,37149,
chr4	148041188	148059562	Mthfr	0	+	148059562	148059562	0	13	133,246,239,111,194,251,135,181,183,102,120,561,2560,	0,395,2236,3255,6884,10183,10676,10910,11325,12391,13796,14184,15814,
chr5	30058199	30073625	Tyms	0	-	30073625	30073625	0	7	2934,82,176,102,175,74,265,	0,3768,5036,5885,10266,13434,15161,
